area,País,Año publicación,# Publicaciones
Ingeniería y Tecnología,Reino unido,2000,3
Ingeniería y Tecnología,Reino unido,2007,4
Ingeniería y Tecnología,Reino unido,2009,3
Ingeniería y Tecnología,Reino unido,2011,1
Ingeniería y Tecnología,Reino unido,2012,2
Ingeniería y Tecnología,Reino unido,2013,4
Ingeniería y Tecnología,Reino unido,2014,1
Ingeniería y Tecnología,Reino unido,2015,2
Ingeniería y Tecnología,Reino unido,2016,7
Ingeniería y Tecnología,Reino unido,2017,7
Ingeniería y Tecnología,Reino unido,2018,2
Ingeniería y Tecnología,Reino unido,2019,14
Ingeniería y Tecnología,Reino unido,2020,9
Ingeniería y Tecnología,Reino unido,2021,10
Ingeniería y Tecnología,Reino unido,2022,8
Ingeniería y Tecnología,Reino unido,2023,7
Ingeniería y Tecnología,Reino unido,2024,6
Ingeniería y Tecnología,Reino unido,2025,1
Ingeniería y Tecnología,República checa,2007,2
Ingeniería y Tecnología,República checa,2010,1
Ingeniería y Tecnología,Rumania,2004,1
Ingeniería y Tecnología,Rumania,2017,1
Ingeniería y Tecnología,Rumania,2018,1
Ingeniería y Tecnología,Rumania,2019,1
Ingeniería y Tecnología,Rusia,2000,1
Ingeniería y Tecnología,Rusia,2001,1
Ingeniería y Tecnología,Rusia,2018,1
Ingeniería y Tecnología,Rusia,2022,3
Ingeniería y Tecnología,Serbia,2018,2
Ingeniería y Tecnología,Serbia,2019,2
Ingeniería y Tecnología,Serbia,2021,1
Ingeniería y Tecnología,Singapur,2017,1
Ingeniería y Tecnología,Singapur,2023,1
Ingeniería y Tecnología,Singapur,2024,2
Ingeniería y Tecnología,Suecia,2023,3
Ingeniería y Tecnología,Suiza,2002,1
Ingeniería y Tecnología,Suiza,2006,1
Ingeniería y Tecnología,Suiza,2010,1
Ingeniería y Tecnología,Suiza,2012,1
Ingeniería y Tecnología,Suiza,2013,1
Ingeniería y Tecnología,Suiza,2014,1
Ingeniería y Tecnología,Suiza,2015,2
Ingeniería y Tecnología,Suiza,2016,1
Ingeniería y Tecnología,Suiza,2017,2
Ingeniería y Tecnología,Suiza,2018,3
Ingeniería y Tecnología,Suiza,2019,4
Ingeniería y Tecnología,Suiza,2020,9
Ingeniería y Tecnología,Suiza,2021,16
Ingeniería y Tecnología,Suiza,2022,18
Ingeniería y Tecnología,Suiza,2023,23
Ingeniería y Tecnología,Suiza,2024,12
Ingeniería y Tecnología,Suiza,2025,1
Ingeniería y Tecnología,Turquía,2022,1
Ingeniería y Tecnología,Uruguay,2006,2
Ingeniería y Tecnología,Uruguay,2010,1
Ingeniería y Tecnología,Venezuela,2009,2
Ingeniería y Tecnología,Venezuela,2010,1
Ingeniería y Tecnología,Venezuela,2011,2
Ingeniería y Tecnología,Venezuela,2012,1
Ingeniería y Tecnología,Venezuela,2014,2
Ingeniería y Tecnología,Venezuela,2015,2
Ingeniería y Tecnología,Venezuela,2016,3
Ingeniería y Tecnología,Venezuela,2017,2
Ingeniería y Tecnología,Venezuela,2018,9
Ingeniería y Tecnología,Venezuela,2019,10
Ingeniería y Tecnología,Venezuela,2020,14
Ingeniería y Tecnología,Venezuela,2021,5
Ingeniería y Tecnología,Venezuela,2022,3
Ingeniería y Tecnología,Venezuela,2023,4
Ingeniería y Tecnología,Venezuela,2024,1
